organ, anatomical structure, cell_type, x, y, z
VH_M_Skin,VH_M_skin,T-helper,0.0629736,0.703661,-0.0285222
VH_M_Skin,VH_M_skin,T-helper,0.180189,0.502226,-0.123691
VH_M_Skin,VH_M_skin,T-helper,-0.138482,-0.051331,-0.112084
VH_M_Skin,VH_M_skin,T-helper,-0.110396,0.624263,-0.0916685
VH_M_Skin,VH_M_skin,T-helper,-0.181767,-0.718105,-0.0466172
VH_M_Skin,VH_M_skin,T-helper,0.290666,0.397754,-0.0292394
VH_M_Skin,VH_M_skin,T-helper,0.129604,0.592622,-0.110924
VH_M_Skin,VH_M_skin,T-helper,0.0394412,0.691513,-0.0778537
VH_M_Skin,VH_M_skin,T-helper,-0.10768,-0.188489,0.098103
VH_M_Skin,VH_M_skin,T-helper,0.0849437,-0.109107,-0.0964322
VH_M_Skin,VH_M_skin,T-helper,0.108942,-0.386067,-0.0696548
VH_M_Skin,VH_M_skin,T-helper,-0.0444423,0.878568,0.0703343
VH_M_Skin,VH_M_skin,T-helper,-0.184534,0.0188254,-0.0392075
VH_M_Skin,VH_M_skin,T-helper,0.139756,-0.330171,0.0798017
VH_M_Skin,VH_M_skin,T-helper,0.236141,0.321285,0.0211627
VH_M_Skin,VH_M_skin,T-helper,-0.327765,0.258162,0.0210663
VH_M_Skin,VH_M_skin,T-helper,-0.172748,0.404511,-0.0208203
VH_M_Skin,VH_M_skin,T-helper,0.186974,-0.650209,-0.137099
VH_M_Skin,VH_M_skin,T-helper,0.220441,-0.216946,0.0567945
VH_M_Skin,VH_M_skin,T-helper,-0.180858,-0.546706,0.000825565
VH_M_Skin,VH_M_skin,T-helper,-0.127299,0.319446,0.104945
VH_M_Skin,VH_M_skin,T-helper,0.144964,-0.251822,0.0930558
VH_M_Skin,VH_M_skin,T-helper,0.0580907,0.79097,0.089093
VH_M_Skin,VH_M_skin,T-helper,0.226848,-0.19667,-0.0194079
VH_M_Skin,VH_M_skin,T-helper,-0.029423,0.850122,0.0996842
VH_M_Skin,VH_M_skin,T-helper,-0.227745,-0.119323,-0.00131568
VH_M_Skin,VH_M_skin,T-helper,0.0923789,0.0979034,-0.127653
VH_M_Skin,VH_M_skin,T-helper,-0.437097,0.0619455,-0.0153611
VH_M_Skin,VH_M_skin,T-helper,-0.082073,0.593176,-0.116896
VH_M_Skin,VH_M_skin,T-helper,0.227078,0.419313,-0.0902554
VH_M_Skin,VH_M_skin,T-helper,-0.238205,-0.879308,0.0316548
VH_M_Skin,VH_M_skin,T-helper,-0.231557,0.572619,-0.0440472
VH_M_Skin,VH_M_skin,T-helper,-0.203509,-0.0242537,-0.0128438
VH_M_Skin,VH_M_skin,T-helper,0.0901211,-0.489758,-0.048005
VH_M_Skin,VH_M_skin,T-helper,-0.18303,-0.259189,0.0831026
VH_M_Skin,VH_M_skin,T-helper,-0.169867,-0.208784,-0.0849395
VH_M_Skin,VH_M_skin,T-helper,-0.0699446,-0.142932,-0.0894977
VH_M_Skin,VH_M_skin,T-helper,0.178227,0.0779134,0.0381473
VH_M_Skin,VH_M_skin,T-helper,-0.0500393,0.418735,-0.135414
VH_M_Skin,VH_M_skin,T-helper,0.432994,-0.0119641,0.018382
VH_M_Skin,VH_M_skin,T-helper,0.0410471,0.690341,0.0424346
VH_M_Skin,VH_M_skin,T-helper,0.0983932,-0.33109,-0.0615437
VH_M_Skin,VH_M_skin,T-helper,-0.420672,0.00742587,0.00950407
VH_M_Skin,VH_M_skin,T-helper,-0.173318,-0.234869,-0.081049
VH_M_Skin,VH_M_skin,T-helper,-0.264077,-0.903107,0.0153526
VH_M_Skin,VH_M_skin,T-helper,-0.0407882,-0.196736,0.0244092
VH_M_Skin,VH_M_skin,T-helper,0.217472,-0.480646,-0.0825181
VH_M_Skin,VH_M_skin,T-helper,-0.198296,0.0185142,0.0168649
VH_M_Skin,VH_M_skin,T-helper,0.168632,0.0252944,-0.0816677
VH_M_Skin,VH_M_skin,T-helper,0.172106,-0.0753039,0.0934376
VH_M_Skin,VH_M_skin,T-helper,0.317567,0.167811,-0.0328595
VH_M_Skin,VH_M_skin,T-helper,0.192109,-0.344987,0.0540451
VH_M_Skin,VH_M_skin,T-helper,0.180117,-0.0104644,0.0771632
VH_M_Skin,VH_M_skin,T-helper,-0.139944,-0.631964,-0.0441212
VH_M_Skin,VH_M_skin,T-helper,-0.18463,-0.791467,-0.145127
VH_M_Skin,VH_M_skin,T-helper,-0.133853,-0.325328,0.0788008
VH_M_Skin,VH_M_skin,T-helper,-0.227467,-0.53999,-0.0415876
VH_M_Skin,VH_M_skin,T-helper,0.178943,0.514504,-0.124274
VH_M_Skin,VH_M_skin,T-helper,-0.0723611,0.663718,-0.0702422
VH_M_Skin,VH_M_skin,T-helper,-0.206918,-0.40585,-0.00993219
VH_M_Skin,VH_M_skin,T-helper,-0.0668375,-0.144649,-0.0875514
VH_M_Skin,VH_M_skin,T-helper,-0.100735,0.602885,0.0461793
VH_M_Skin,VH_M_skin,T-helper,0.0554973,-0.214603,-0.0526596
VH_M_Skin,VH_M_skin,T-helper,-0.22796,-0.12255,0.00112917
VH_M_Skin,VH_M_skin,T-helper,0.2139,-0.726682,-0.045147
VH_M_Skin,VH_M_skin,T-helper,0.0863701,-0.355279,0.0260986
VH_M_Skin,VH_M_skin,T-helper,0.44368,0.110445,-0.00693807
VH_M_Skin,VH_M_skin,T-helper,0.307501,0.24416,-0.0636315
VH_M_Skin,VH_M_skin,T-helper,0.00436925,0.91258,0.0337774
VH_M_Skin,VH_M_skin,T-helper,-0.130432,0.266871,0.0972313
VH_M_Skin,VH_M_skin,T-helper,0.144504,-0.18291,-0.0946802
VH_M_Skin,VH_M_skin,T-helper,-0.222658,0.482465,-0.082455
VH_M_Skin,VH_M_skin,T-helper,-0.0334938,-0.168197,0.0282231
VH_M_Skin,VH_M_skin,T-helper,-0.159029,0.249882,-0.00404656
VH_M_Skin,VH_M_skin,T-helper,0.227413,-0.12799,-0.0265069
VH_M_Skin,VH_M_skin,T-helper,0.195976,-0.17453,-0.0736811
VH_M_Skin,VH_M_skin,T-helper,-0.119219,0.117656,-0.0957137
VH_M_Skin,VH_M_skin,T-helper,0.198083,0.0162564,0.0146937
VH_M_Skin,VH_M_skin,T-helper,0.0357658,0.791278,-0.0820278
VH_M_Skin,VH_M_skin,T-helper,-0.321608,0.208711,0.0159477
VH_M_Skin,VH_M_skin,T-helper,-0.023341,-0.137664,-0.0203621
VH_M_Skin,VH_M_skin,T-helper,0.223058,-0.854695,0.00410024
VH_M_Skin,VH_M_skin,T-helper,0.0327136,0.844342,-0.0801281
VH_M_Skin,VH_M_skin,T-helper,-0.0109037,0.809784,0.106751
VH_M_Skin,VH_M_skin,T-helper,0.253898,0.458073,-0.0690112
VH_M_Skin,VH_M_skin,T-helper,0.161476,-0.713288,-0.127496
VH_M_Skin,VH_M_skin,T-helper,0.220316,-0.836362,-0.142811
VH_M_Skin,VH_M_skin,T-helper,-0.2213,-0.533826,-0.0230786
VH_M_Skin,VH_M_skin,T-helper,-0.213798,-0.290325,0.00674838
VH_M_Skin,VH_M_skin,T-helper,-0.22805,-0.566777,-0.087093
VH_M_Skin,VH_M_skin,T-helper,0.145505,0.353067,-0.104848
VH_M_Skin,VH_M_skin,T-helper,-0.0766218,0.838874,0.0294752
VH_M_Skin,VH_M_skin,T-helper,-0.128653,-0.602815,-0.0386836
VH_M_Skin,VH_M_skin,T-helper,-0.0467166,-0.0635224,0.0753513
VH_M_Skin,VH_M_skin,T-helper,-0.228532,-0.825192,-0.0367338
VH_M_Skin,VH_M_skin,T-helper,0.0659531,-0.282646,-0.0277017
VH_M_Skin,VH_M_skin,T-helper,-0.4729,0.0841659,0.0137961
VH_M_Skin,VH_M_skin,T-helper,-0.0970111,-0.478399,-0.093438
VH_M_Skin,VH_M_skin,T-helper,0.206365,-0.398323,0.00633854
VH_M_Skin,VH_M_skin,T-helper,-0.031391,0.877314,0.0826197
VH_M_Skin,VH_M_skin,T-helper,-0.171561,0.425996,-0.082479
VH_M_Skin,VH_M_skin,T-helper,0.286063,0.371178,0.0250279
VH_M_Skin,VH_M_skin,T-helper,-0.389724,0.169192,-0.0210155
VH_M_Skin,VH_M_skin,T-helper,0.0960426,-0.39025,0.0252095
VH_M_Skin,VH_M_skin,T-helper,-0.0180243,0.788999,0.107432
VH_M_Skin,VH_M_skin,T-helper,-0.0030025,0.435754,0.128802
VH_M_Skin,VH_M_skin,T-helper,-0.163366,0.0380642,-0.0735034
VH_M_Skin,VH_M_skin,T-helper,0.485059,-0.0330565,0.0461454
VH_M_Skin,VH_M_skin,T-helper,-0.0243042,0.511204,-0.131005
VH_M_Skin,VH_M_skin,T-helper,0.326425,0.160568,0.00495767
VH_M_Skin,VH_M_skin,T-helper,-0.0682235,0.0627786,-0.145285
VH_M_Skin,VH_M_skin,T-helper,0.000823381,0.395834,-0.131357
VH_M_Skin,VH_M_skin,T-helper,-0.16278,-0.723415,-0.126657
VH_M_Skin,VH_M_skin,T-helper,0.230179,-0.625235,-0.0490803
VH_M_Skin,VH_M_skin,T-helper,-0.229507,-0.544005,-0.0665965
VH_M_Skin,VH_M_skin,T-helper,-0.212562,-0.481717,-0.0211503
VH_M_Skin,VH_M_skin,T-helper,-0.159361,-0.414712,-0.0931321
VH_M_Skin,VH_M_skin,T-helper,-0.0148211,0.158297,-0.105508
VH_M_Skin,VH_M_skin,T-helper,-0.201752,0.357009,-0.0244084
VH_M_Skin,VH_M_skin,T-helper,-0.0884568,-0.347445,-0.0551758
VH_M_Skin,VH_M_skin,T-helper,0.3037,0.328713,0.0122353
VH_M_Skin,VH_M_skin,T-helper,0.178411,-0.260746,-0.0773071
VH_M_Skin,VH_M_skin,T-helper,-0.198497,-0.826862,-0.151824
VH_M_Skin,VH_M_skin,T-helper,0.188269,0.536053,-0.11568
VH_M_Skin,VH_M_skin,T-helper,0.340365,0.13605,0.000768531
VH_M_Skin,VH_M_skin,T-helper,0.351164,0.118341,-0.0135479
VH_M_Skin,VH_M_skin,T-helper,0.0406739,-0.20059,0.0171414
VH_M_Skin,VH_M_skin,T-helper,-0.0300868,-0.135677,0.0420799
VH_M_Skin,VH_M_skin,T-helper,-0.0770106,0.139288,0.134695
VH_M_Skin,VH_M_skin,T-helper,0.0114749,0.769275,0.130236
VH_M_Skin,VH_M_skin,T-helper,0.0347208,-0.169654,0.0294891
VH_M_Skin,VH_M_skin,T-helper,0.149527,0.0277669,-0.109618
VH_M_Skin,VH_M_skin,T-helper,0.230635,-0.880379,0.0453351
VH_M_Skin,VH_M_skin,T-helper,-0.186886,0.43052,-0.00408054
VH_M_Skin,VH_M_skin,T-helper,-0.441699,0.115217,0.011475
VH_M_Skin,VH_M_skin,T-helper,0.480489,-0.034521,0.042867
VH_M_Skin,VH_M_skin,T-helper,-0.218669,-0.594129,-0.111694
VH_M_Skin,VH_M_skin,T-helper,-0.0754356,-0.252975,0.056341
VH_M_Skin,VH_M_skin,T-helper,0.165039,-0.8111,-0.0647948
VH_M_Skin,VH_M_skin,T-helper,0.211277,-0.256782,-0.0449408
VH_M_Skin,VH_M_skin,T-helper,-0.055699,-0.224929,-0.0557953
VH_M_Skin,VH_M_skin,T-helper,0.248909,0.442207,-0.0815131
VH_M_Skin,VH_M_skin,T-helper,0.160482,0.144674,0.0455999
VH_M_Skin,VH_M_skin,T-helper,0.129614,-0.608885,-0.0415201
VH_M_Skin,VH_M_skin,T-helper,0.170928,0.0367951,-0.0700092
VH_M_Skin,VH_M_skin,T-helper,-0.255641,0.305703,-0.0695132
VH_M_Skin,VH_M_skin,T-helper,0.000219077,-0.032604,-0.0942699
VH_M_Skin,VH_M_skin,T-helper,0.197984,-0.896566,-0.123024
VH_M_Skin,VH_M_skin,T-helper,-0.302199,0.294636,-0.0575581
VH_M_Skin,VH_M_skin,T-helper,0.0458587,0.420383,0.140732
VH_M_Skin,VH_M_skin,T-helper,0.163394,-0.799357,-0.0739045
VH_M_Skin,VH_M_skin,T-helper,0.0976122,-0.157719,-0.0954254
VH_M_Skin,VH_M_skin,T-helper,-0.0933988,-0.474199,-0.0311403
VH_M_Skin,VH_M_skin,T-helper,-0.480206,-0.00997967,0.025757
VH_M_Skin,VH_M_skin,T-helper,-0.17006,0.428606,-0.103303
VH_M_Skin,VH_M_skin,T-helper,0.263477,0.359367,0.0439475
VH_M_Skin,VH_M_skin,T-helper,0.209028,-0.591073,-0.125518
VH_M_Skin,VH_M_skin,T-helper,0.166769,-0.582686,-0.00965953
VH_M_Skin,VH_M_skin,T-helper,0.192923,-0.591185,-0.0105807
VH_M_Skin,VH_M_skin,T-helper,-0.179007,-0.705553,-0.135477
VH_M_Skin,VH_M_skin,T-helper,0.189208,-0.805742,-0.0400359
VH_M_Skin,VH_M_skin,T-helper,-0.0842125,0.627927,0.0200364
VH_M_Skin,VH_M_skin,T-helper,-0.227341,-0.714129,-0.100541
VH_M_Skin,VH_M_skin,T-helper,0.13347,-0.652901,-0.122731
VH_M_Skin,VH_M_skin,T-helper,0.427836,0.0584618,-0.016371
VH_M_Skin,VH_M_skin,T-helper,0.174286,0.359208,0.0284666
VH_M_Skin,VH_M_skin,T-helper,0.232952,-0.145275,0.00702182
VH_M_Skin,VH_M_skin,T-helper,-0.195566,-0.807865,-0.0372848
VH_M_Skin,VH_M_skin,T-helper,0.184279,-0.385836,-0.0677817
VH_M_Skin,VH_M_skin,T-helper,-0.406113,0.0453259,-0.0080731
VH_M_Skin,VH_M_skin,T-helper,-0.107147,-0.115035,0.110289
VH_M_Skin,VH_M_skin,T-helper,-0.160411,0.168551,-0.00592545
VH_M_Skin,VH_M_skin,T-helper,0.216759,-0.895038,-0.0885452
VH_M_Skin,VH_M_skin,T-helper,0.0826707,0.051084,-0.149994
VH_M_Skin,VH_M_skin,T-helper,0.231437,-0.724258,-0.0808754
VH_M_Skin,VH_M_skin,T-helper,-0.36759,0.106591,-0.0242009
VH_M_Skin,VH_M_skin,T-helper,-0.168879,-0.731282,-0.130534
VH_M_Skin,VH_M_skin,T-helper,-0.0611365,0.835625,0.0793203
VH_M_Skin,VH_M_skin,T-helper,-0.156151,-0.614716,-0.0244022
VH_M_Skin,VH_M_skin,T-helper,0.105951,0.155187,-0.0901172
VH_M_Skin,VH_M_skin,T-helper,-0.0173134,0.848054,-0.0834812
VH_M_Skin,VH_M_skin,T-helper,-0.108703,0.0325217,0.107652
VH_M_Skin,VH_M_skin,T-helper,0.303393,0.302112,-0.0537748
VH_M_Skin,VH_M_skin,T-helper,0.193153,-0.138238,-0.0797864
VH_M_Skin,VH_M_skin,T-helper,-0.000829321,0.889494,-0.065186
VH_M_Skin,VH_M_skin,T-helper,-0.163475,-0.0329227,-0.09585
VH_M_Skin,VH_M_skin,T-helper,-0.15058,0.361436,-0.104463
VH_M_Skin,VH_M_skin,T-helper,-0.188238,-0.882278,-0.151609
VH_M_Skin,VH_M_skin,T-helper,0.157533,0.189616,-0.0163936
VH_M_Skin,VH_M_skin,T-helper,0.26102,0.29338,-0.0687071
VH_M_Skin,VH_M_skin,T-helper,0.326721,0.194567,0.0156077
VH_M_Skin,VH_M_skin,T-helper,0.107426,0.282148,0.121922
VH_M_Skin,VH_M_skin,T-helper,0.15622,0.369355,0.0788702
VH_M_Skin,VH_M_skin,T-helper,0.162798,-0.165023,-0.0918673
VH_M_Skin,VH_M_skin,T-helper,0.157357,0.1747,0.0456258
VH_M_Skin,VH_M_skin,T-helper,-0.151416,-0.366154,0.0720026
VH_M_Skin,VH_M_skin,T-helper,0.162225,-0.763548,-0.094999
VH_M_Skin,VH_M_skin,T-helper,0.215463,-0.241685,-0.0365786
VH_M_Skin,VH_M_skin,T-helper,0.300558,0.211148,0.0112991
VH_M_Skin,VH_M_skin,T-helper,-0.375702,0.200066,0.00392619
VH_M_Skin,VH_M_skin,T-helper,-0.0616847,-0.124237,0.0863894
VH_M_Skin,VH_M_skin,T-helper,0.354825,0.228589,0.0135585
